key,name,gender,birthdate,deathdate
Q241873,린다 박,f,19780709,
Q241939,박현숙,f,19850804,
Q242519,홍은정,f,19890309,
Q2425649,Kim Song-Guk,m,19840411,
Q242651,노태우,m,19321204,
Q242673,박민영,f,19860304,
Q242820,김경아,f,19770525,
Q24323646,조백상,m,19560101,
Q24355800,김필순,m,18780101,19190101
Q2458083,Tschoon Su Kim,m,19570101,
Q246167,김종필,m,19260107,20180623
Q246375,허경영,m,19470713,
Q24834274,조대원,m,19880426,
Q2484483,클로드 파르페 응곤 아 잠,m,19800124,
Q24856057,허훈,m,19950816,
Q24856130,김덕홍,,19381203,
Q24856148,오세정,m,19530217,
Q24856176,윤지희,f,19881102,
Q24856209,박세진,m,19970627,
Q24856218,박종찬,m,19920704,
Q24856446,왕선사,m,,
Q24858167,박애리,f,19770910,
Q24859999,효화태자,m,10000101,
Q24860028,도생승통,m,11000101,11120101
Q24860044,광주원군,m,10000101,
Q24860403,가순궁주,f,,
Q24860408,수명태자,m,,
Q24860450,시령후,m,,
Q24860916,왕경지,m,,
Q24861439,이진이,f,19990126,
Q24861830,정동현,m,19970320,
Q24862183,효목태자,m,,
Q24863480,류진아,f,,
Q24863486,라유미,f,,
Q24863844,이일경,,,
Q24866734,렴대옥,f,19990202,
Q249228,강대원,m,19310504,19920513
Q24945,이하이,f,19960923,
Q249469,정명희,f,19640127,
Q2495400,윤보미,f,19930813,
Q24954629,Ri Kyong-Il,m,19800205,
Q2496200,주형준,m,19910422,
Q25035961,Kim Tok-hun,m,19610101,
Q2510578,Hwang Inn-choon,m,19740926,
Q2522349,김성간,m,19121117,19840529
Q252304,스테비차 리스티치,m,19820523,
Q2530,게르하르트 슈뢰더,m,19440407,
Q253619,효연,f,19890922,
Q253626,전지현,f,19811030,
Q2536660,김위찬,m,19510101,
Q25374501,정연,f,19961101,
Q254720,장미란,f,19831009,
Q254910,강지욱,m,19920707,
Q255326,민카,f,19600907,
Q255420,이상화,f,19890225,
Q255557,전이경,f,19760106,
Q25559386,김량현,m,19870904,
Q2558728,유카 코스키넨,m,19721129,
Q2561046,김정주,m,19811111,
Q2561065,Park Jae-bum,m,19820228,
Q256126,이광선,m,19890906,
Q256932,손예진,f,19820111,
Q257425,대한제국 고종,m,18520908,19190121
Q257468,고수,m,19781004,
Q2580308,신광훈,m,19870318,
Q2580342,조은희,f,19720520,
Q2580357,곽혜정,f,19750516,
Q2580586,Kim Rang,f,19741009,
Q2580595,김정미,f,19750207,
Q2580609,김미심,f,19701106,
Q2580637,한선희,f,19730609,
Q2580647,문향자,f,19720505,
Q2581007,김정심,f,19760208,
Q2581376,김은미,f,19751217,
Q2582587,오주한,m,19881120,
Q258314,윤미진,f,19830430,
Q2591401,기섭,m,19910117,
Q259409,고아라,f,19900211,
Q2598021,황준묵,m,19631027,
Q2598782,Lee Jong-Woo,m,19850707,
Q2599333,양현민,m,19791102,
Q2600723,유현영,f,19900103,
Q2600726,유기홍 (1988년),m,19880324,
Q2600729,Yoon Young-suh,m,19950101,
Q2600733,유상희,f,19640101,
Q2600736,윤기숙,f,20000101,
Q2600738,윤영선,f,19771122,
Q2601150,Young-Chang Cho,m,19580101,
Q2601317,Younhee Yang,f,19770710,
Q260799,김인섭,m,19730302,
Q262275,신아람,f,19860923,
Q262323,박미영,f,19811117,
Q26233729,Kim Sol-mi,f,19901120,
Q26237729,김송이,f,19940810,
Q26248697,최효심,f,19931205,
Q26251661,김명화,f,19670101,
Q262520,한혜진,f,19811027,
Q262542,조호성,m,19740615,
Q26267642,재현,m,19970214,
Q26299233,태영호,m,19610725,
Q26300835,현학봉,m,,
Q263279,효민,f,19890530,
Q263732,고용희,f,19520626,20040813
Q2643942,박미현,f,19860126,
Q26454733,오중흡,m,19100710,19391217
Q264816,박세리,f,19770928,
Q26483245,Kim Myong-nam,m,19690208,
Q265080,이경원,f,19800121,
Q265160,이효정,f,19810113,
Q265667,안나 프롤리나,f,19840111,
Q266356,손담비,f,19830925,
Q26664061,Kim Mi-rae,f,20010407,
Q2667075,Cha Yong-kil,m,19461029,
Q26689987,도영,m,19960201,
Q26701451,김복선,f,19600101,
Q267019,방수현,f,19720913,
Q267037,전도연,f,19730211,
Q267493,이경환,m,19880321,20120414
Q267817,김남선,f,19810503,
Q26789947,Kwon Yong-gwang,m,19960114,
Q2680103,이미영,f,19690128,
Q2680438,심형탁,m,19780112,
Q2680687,송재정,f,19731128,
Q2680692,문희정,f,19500101,
Q2680695,김지원,f,19921019,
Q2680698,채영인,f,19820828,
Q26837924,Kwon Chang-il,m,19910807,
Q268521,조수혁,m,19870318,
Q268717,이원근,m,19910627,
Q2690977,박인비,f,19880712,
Q26924567,Choe Un-sim,f,19820506,
Q269537,성지현,f,19910729,
Q269735,임수정,f,19860820,
Q269742,배두나,f,19791011,
Q269744,황경선,f,19860521,
Q26981,김주성,m,19931015,
Q270135,김연경,f,19880226,
Q27031665,Kim Jin-hyok,m,19821223,
Q27062777,Yun Pong-chol,m,19710124,
Q270687,탕웨이,f,19791007,
Q270857,이정현,f,19800313,
Q271067,김경희,f,19460530,
Q271566,정성옥,f,19740818,
Q272236,진은숙,f,19610714,
Q272329,엄정화,f,19690817,
Q27306309,윤지수,f,19930124,
Q273909,이순옥,f,19470101,
Q2739472,양경일,m,19890807,
Q274000,박영희,f,19451130,
Q2744562,Choi Kwun-won,m,19820606,
Q27469827,Kim Yong-ok,f,19760211,
Q27494118,Chon Kyong-hwa,f,19830807,
Q27494189,홍명금,f,19860710,
Q27494191,Jang Ok-gyong,f,19800129,
Q27494239,Paek Sol-hui,f,19940320,
Q27494246,피은희,f,19850802,
Q27494249,라미애,f,19751208,
Q27494274,Ri Jin-sim,f,19910529,
Q27494279,Ri Un-ju,f,19831025,
Q27494294,신금옥,f,19751125,
Q27494543,Yun In-sil,f,19760110,
Q27494546,Yun Yong-hui,f,19770318,
Q274956,리금숙,f,19780816,
Q2749917,하찬석,m,19481220,20100914
Q27514522,최순실,f,19560623,
Q27517081,김금실,f,19701224,
Q27517097,계영순,f,19720327,
Q2756226,사이먼 도미닉,m,19840309,
Q2756230,김슬기,f,19911010,
Q27613177,Ri Nam Chol,m,19600101,
Q27613181,Ri Yong Hwan,m,19600101,
Q276158,유리,f,19891205,
Q27652,김지한,m,19781010,
Q27656476,Jon Chol-ho,m,19690407,
Q27680048,김윤미,f,19930701,
Q27682125,최영심,f,19901013,
Q276851,최용수,m,19720820,
Q277225,독고영재,m,19531213,
Q27765107,김춘희,f,19890420,
Q27805741,정춘희,f,19980304,
Q27824719,김혜정,f,19980103,
Q27830773,리종오,m,19431107,20161108
Q27830811,Kim Song-chol,m,19931130,
Q2783792,박용우,m,19710316,
Q278822,이종화,m,19630720,
Q27906365,김원호,m,19990602,
Q27951694,최운주,,,
Q27952219,이정후,m,19980820,
Q27952713,이광국,,19030101,19370101
Q27953113,왕위군,m,,
Q27953114,인애군,m,,
Q27953115,조이군,m,,
Q27953118,효지태자,m,,
Q27953124,효제태자,m,,
Q27953125,효명태자,m,,
Q27953126,법등군,m,,
Q27953616,자리군,m,,
Q27953845,영창공주,f,,
Q27953846,정희궁주,f,,
Q27953990,수흥궁주,f,,
Q27953995,정녕원비,f,,
Q27954100,충명국사,m,,
Q27954209,김긍률,m,,
Q27975564,이경희,f,19720710,
Q27975565,Chong Gum,f,19761106,
Q27982975,박경호,m,19630309,
Q2812455,이다윗,m,19940303,
Q2813764,정한용,m,19540622,
Q281403,김동진,m,19730609,
Q2814692,김혜진,f,19750228,
Q28178,조선진,m,19700418,
Q281931,김남길,m,19810313,
Q28222,량춘화,f,19910612,
Q28355519,김태호,m,19350303,20020710
Q28357800,채몽인,m,19170210,19700712
Q28357923,정노식,,18910101,19650101
Q283583,김학균,m,19711115,
Q283757,조인희,f,19890225,
Q284094,이은주,f,19801116,20050222
Q28415285,김유성,m,19950124,
Q28415294,Choe Ju-song,m,19960127,
Q28415860,조혜정,f,19921222,
Q284993,김국진,m,19890105,
Q28502606,김익수,m,,
Q28502621,Pak Hak-Yong,m,,
Q28502652,Pak Ung-Goi,m,,
Q28503691,Kim Su-Gyong,f,19910928,
Q28504040,Ri Hyo-Sun,f,19910805,
Q2852114,신영석,m,19641217,
Q2852143,노현석,m,19661010,
Q28530017,아이,f,19961202,
Q2853211,박도헌,m,19640320,
Q2855444,차수연,f,19810815,
Q2855542,Noh Seung-yul,m,19910529,
Q28607727,김중수,m,19600417,
Q28663892,Han Sung-Chul,m,,
Q28693062,Q28693062,,,
Q28698301,효덕태자,m,,
Q28698539,채형석,m,19600813,
Q28698961,연예,m,,
Q28699163,손경식,m,19390915,
Q28699662,김덕지,m,,
Q28700404,송준평,m,19960729,
Q28704,김호곤,m,19510326,
Q28776904,김억렴,m,,
Q2878832,Baek Nam-Ryong,m,19490101,
Q2888592,김현관,m,19850420,
Q28920856,Kim Hyung-tae,m,19970901,
Q28966728,김경애,f,19940121,
Q289772,김향미,f,19790919,
Q290068,전희숙,f,19840616,
Q29024321,Won Yong-Choi,m,19751203,
Q2908769,고경표,m,19900611,
Q2908776,강동호,m,19850817,
Q290926,정소영,f,19670304,
Q290985,황혜영,f,19660716,
Q29100085,한광성,m,19980911,
Q2913724,신정자,f,19801211,
Q291446,고아성,f,19920810,
Q2925909,브락 라던스키,m,19830405,
Q29263360,Pak Myong-Hui,f,19831026,
Q292687,김하늘,f,19780221,
Q2927182,브라이언 영,m,19860806,
Q292723,임수정,f,19800711,
Q292741,장자연,f,19821208,20090307
Q2929211,변병준,m,19720101,
Q2929212,Byun Ki-hyun,m,19780101,
Q29419660,Rim Yun-Hui,f,19870101,
Q2943427,이효정,f,19830622,
Q2943693,마영태,m,19460701,
Q2944938,경수진,f,19871205,
Q2947463,인재근,f,19531111,
Q29477797,Hwang Chun-Gum,f,19851107,
Q29477821,Hyon Jong-Hui,f,19870707,
Q2947919,황선희,f,19860815,
Q2948453,이육사,m,19040518,19440116
Q29555960,Hwang Ryu-Ok,f,19911111,
Q29555966,Jo Song-Hui,f,19810414,
Q2956077,Changhan Lim,m,19790101,
Q29602449,Rim Song-Sim,f,19950806,
Q2964213,조규원,m,19910901,
Q2964214,조정권,m,19490222,20171108
Q2964216,조민호,m,19870104,
Q2964313,Choe Chung-won,m,,
Q2964325,Choi In-cheul,m,,
Q2964326,Choi Gil-soo,m,19441112,
Q2964329,최은숙,f,19860228,
Q2964331,최경아,f,19690920,
Q2964335,최열,m,19490119,
Q296734,문선명,m,19200225,20120903
Q29765,임재덕,m,19821212,
Q29772,장민철,m,19910617,
Q29773,이영호,m,19920705,
Q29841145,김광섭,m,19520115,
Q29881198,김정숙,f,19541115,
Q29886280,고춘선,m,19520602,
Q29899095,최창섭,m,19550718,
Q299395,이루마,m,19780215,
Q30006089,Ryu Ok-hyon,m,19650418,
Q3005463,크라운 제이,m,19791112,
Q30068085,Pak Yong-Nam,m,19960427,
Q30076355,Kim Chang-ok,f,19750527,
Q30099261,Hong Son-Yong,f,19910916,
Q30122954,Kim Jong-su,m,19700409,
Q30125822,Yang Sun-Ae,f,,
Q30125852,Ri Myong-Hwa,f,,
Q30125854,Kim Myong-Hui,f,,
Q30125856,Pae Song-Nam,m,,
Q30125890,Choe Hyon-Ju,f,,
Q30126128,Kim Myong-Ok,f,,
Q30126134,Choe Kyong-Sil,f,,
Q30126184,Kim Chul-Jung,m,,
Q301761,허가이,m,19080318,19530702
Q30185506,Kwak Hyok-ju,m,19840403,
Q3018994,이진희,m,19840420,
Q3019001,김동현,m,19871112,
Q3019508,장동직,m,19660915,
Q3019523,이선희,f,19641111,
Q3019531,최종환,m,19650924,
Q302129,김도훈,m,19700721,
Q30230948,Kim Son-hyang,f,19970409,
Q30231647,Hwang Sun-byol,,20000101,
Q3023735,Derek Kirk Kim,m,19740101,
Q3032146,김유석,m,19820119,
Q3033213,서도호,m,19620101,
Q3037561,조은화,f,19730101,
Q303805,VERBAL,m,19750821,
Q3038664,Kim U-gil,m,19491017,
Q3039800,Sun Mu,m,19720101,
Q3043124,김남순,f,19800507,
Q30436217,최선희,f,19580209,
Q3067143,이재혁,m,19690520,
Q307488,Tiv,f,19810225,
Q3079167,이희진,f,19800221,
Q3087614,강선규,m,19860426,
Q3088137,정겨운,m,19820628,
Q3088717,정유석,m,19771025,
Q30900906,Han Hak-Gwon,m,,
Q30900923,Pak Yong-I,m,,
Q30949411,강국철,m,19990929,
Q30949426,리은철,m,19950713,
Q30949603,율희,f,19971127,
Q3101386,조지 알핫산,m,19551111,
Q310673,정대세,m,19840302,
Q310875,김영일,m,19440502,
Q310889,최영림,m,19291120,
Q310971,차두리,m,19800725,
Q311219,홍금보,m,19520107,
Q31178262,최원,,,
Q31178662,최재원,m,19630101,
Q31178702,노태강,m,19600101,
Q31179301,천규덕,m,19320101,20200602
Q31179630,김재영,f,19880831,
Q31180000,임철웅,m,19611027,
Q31180063,김능오,m,19650101,
Q31180115,서홍찬,m,,
Q31180719,김수길,m,19500101,
Q3118665,구용주,m,19550717,20010101
Q311934,홍영조,m,19820522,
Q312512,이영표,m,19770423,
Q3126291,Ham Kyu-hwan,m,19500101,
Q3126635,한덕수 (1907년),m,19070101,20010101
Q3126636,Han Hyong-il,m,19600101,
Q312943,안영학,m,19781025,
Q313083,기성용,m,19890124,
Q313350,최규하,m,19190716,20061022
Q3135701,왕희경,f,19700716,
Q3137959,이경근,m,19621107,
Q3138847,Ho-Sung Pak,m,19671108,
Q313940,홍명보,m,19690212,
Q313968,안정환,m,19760127,
Q314086,임동현,m,19860512,
Q3143548,황동혁,m,19710521,
Q3143549,황지우,m,19520125,
Q3144455,신현수,f,19870716,
Q3144456,Hyunbin Min,m,19890208,
Q314728,이운재,m,19730426,
Q3148173,김제준,m,17960101,18390926
Q3148846,임동권,m,19260101,20121127
Q315484,박찬욱,m,19630823,
Q3160438,재연,m,19530101,
Q3161943,Jang Jong-moon,m,19780823,
Q3161944,장순영,f,19510806,
Q3161947,장웅 (스포츠인),m,19380701,
Q316523,박태환,m,19890927,
Q31737,이청준,m,19390809,20080731
Q3176378,이지영,f,19851202,
Q3177233,Jeon Kyu-hwan,m,19650101,
Q3177234,Jeong Duk-hyung,m,19840808,
Q3177237,Jang Jeong,f,19800611,
Q3177238,김종훈 (과학자),m,19610101,
Q3178128,최성준,m,19830908,
Q317824,김정남,m,19710510,20170213
Q3178562,정한,m,19880101,
Q3179195,진민섭,m,19920902,
Q3179425,조윤미,f,19870105,
Q3179426,조영욱,m,19620101,
Q3183199,Jon In Chan,m,,
Q3183240,전승훈,m,19510101,
Q3183655,김민교,m,19740415,
Q318485,비,m,19820625,
Q318545,리명국,m,19860909,
Q318757,이천수,m,19810709,
Q3190007,Jung Byung-cheon,m,19861204,
Q3190009,정경아,f,,
Q3192637,강호순,m,19691010,
Q3196285,Ki Hyung Lee,m,19510101,20040109
Q3196687,Kim Bo-ram,m,19730409,
Q3196688,김복주,m,19601017,
Q3196693,김청태,m,19800706,
Q3196702,김동호 (1937년),m,19370806,
Q3196715,김덕수,m,19520923,
Q3196716,Kim En Joong,m,19400910,
Q3196720,Kim Geun-ho,m,19840205,
Q3196725,김한성,m,19811119,
Q3196727,김홍일,m,19820912,
Q3196728,김홍모,m,19710401,
Q3196729,Kim Jae-hwan,m,19710101,
Q3196731,김장수,m,19480226,
Q3196745,김정무,m,19860603,
Q3196753,김기성,m,19850514,
Q3196758,김국영,m,19910419,
Q3196759,김건우 (육상 선수),m,19800229,
Q3196762,Kim Kyu-hun,m,19821017,
Q3196764,김경태,m,19790404,
Q3196766,김미례,f,19640101,
Q3196768,김미정,f,19710329,
Q3196806,김성환 (만화가),m,19321008,20190909
Q3196812,김순자,f,19550706,
Q3196822,김원중,m,19841218,
Q3196824,김원룡,m,19220824,19931114
Q3196825,김원균,m,19170102,20020405
Q3196832,Kim Yong-do,m,,
Q3196835,김영일,m,19470317,
Q3196836,김윤환,m,19850824,
Q3196838,김윤경 (만화가),f,19500101,
Q3196840,Kim Yeong-jun,m,19680408,
Q3196925,김흥수,m,19191117,20140609
Q319920,이해찬,m,19520710,
Q3200866,권오규,m,19520627,
Q3200867,Kwon Young-ho,m,19850503,
Q32049,장근석,m,19870804,
Q320597,전일수,m,19680702,
Q32059867,김성혜,f,19420610,
Q320648,유승봉,m,19510608,
Q3207955,양지원,f,19880405,
Q3228840,이창수,m,19500515,
Q3228850,이돈구,m,19880207,
Q3228874,이희재,m,19520101,
Q3228878,호야 (가수),m,19910328,
Q3228887,이현숙,f,19711112,
Q3228888,이현세,m,19560613,
Q3228889,Lee Hyung-koo,m,19690101,
Q3228891,이정범,m,19710921,
Q3228899,이관영,m,19460419,
Q3228901,Lee Kyoo-man,f,19720530,
Q3228931,이상수,m,19900813,
Q3228934,이소영,f,19730831,
Q3228938,Lee Sung-gang,m,19621025,
Q3228951,이유정,m,19720101,
Q3228953,이영선,f,19740221,
Q3228954,Lee Yu-won,m,19840922,
Q322963,손태진,m,19880505,
Q323075,장한나,f,19821223,
Q323668,안병기,m,19661105,
Q3237558,Li Ogg,m,19281108,20010728
Q3240985,임희남,m,19840529,
Q3240987,Lim Yoo-jong,m,19240101,20160907
Q3245213,김위만,m,19790623,
Q3245476,Hwang Hak-sun,m,19761010,
Q3246575,량규사,m,19780603,
Q3251327,박영호,m,19740529,
Q3259209,Lee Dong-hwan,m,19870409,
Q326575,케이윌,m,19811230,
Q3269532,조유진,f,19770705,
Q327114,김용현,m,19780513,
Q3272038,웨즐레이 바르보자 지 모라이스,m,19811110,
Q32729,장하준,m,19631007,
Q32749,최요삼,m,19731016,20080103
Q3277310,홍범도,m,18680827,19431025
Q328229,손승모,m,19800701,
Q328364,허석호,m,19730820,
Q3299471,강현수,m,19840616,
Q33008,한덕희,m,19870220,
Q3302253,박경환,m,19761229,
Q3302274,이종민,m,19870521,
Q3302777,문제천,m,19870415,
Q3307836,김미현,f,19770113,
Q33082981,김영세,m,19621023,
Q33083279,Hyon Il-myong,m,19940624,
Q33111596,Hyo Gyong,f,19990109,
Q3311484,김황정,m,19751119,
Q3311559,안선진,m,19750919,
Q3311646,김기수,m,19820805,
Q3311702,김상우,m,19870518,
Q3313553,송유걸,m,19850216,
Q3314684,Min Rager,f,19750204,
Q332916,이명세,m,19570821,
Q332998,류승완,m,19731215,
Q333008,이회택,m,19461011,
Q333022,장선우,m,19520320,
Q333042,송덕기,m,18930119,19870723
Q3331024,최윤열,m,19740101,
Q333163,김태훈,m,19750526,
Q333172,김일진,m,19560101,
Q333192,강예원,f,19800315,
Q3332980,Mélodie Nakachian,f,19820104,
Q3334959,장희진,f,19830509,
Q3335107,안내상,m,19641225,
Q334111,대한제국 순종,m,18740325,19260424
Q334297,박헌영,m,19000528,19561205
Q334312,고려 태조,m,08770204,09430709
Q334326,김두봉,m,18860316,19580101
Q334504,배용준,m,19720829,
Q3347785,O Gwang-sun,f,19640717,
Q3349867,오민근,m,19620815,
Q3349868,오교문,m,19720302,
Q3349871,오세영,m,19550101,
Q335164,홍성남,m,19291002,20090331
Q3360714,Pak Mi-hyang,f,,
Q3364050,심재홍,m,19680828,
Q3364055,임진석,m,19680516,
Q3364062,이상효,m,19610910,
Q3364068,고석창,m,19630614,
Q3364072,윤태일 (1964년),m,19641119,
Q3364078,최석재,m,19661107,
Q3364084,김재환,m,19660208,
Q3364090,오용기,m,19651111,
Q336417,정운찬,m,19460228,
Q3365400,박칠성,m,19820708,
Q3365407,박재규,m,19440811,
Q3365409,박성준,m,19400101,
Q3365436,박우상,m,19850530,
Q3365439,Park Young-hoon,f,19640811,
Q3368563,곽예지,f,19920908,
Q337019,정일권,m,19171121,19940117
Q3371412,류은희,f,19900224,
Q3371460,조효비,f,19910715,
Q3372295,현송월,f,19720101,
Q3374951,Ju Hui,f,19891104,
Q3374961,이은비,f,19901023,
Q3375195,심해인,f,19871031,
Q3375254,최규진,m,19850628,
Q3375272,정유라,f,19920206,
Q3375280,윤현경,f,19860622,
Q3375301,김진이,f,19930620,
Q3375320,정지해,f,19850306,
Q3375326,김선화,f,19910107,
Q3375335,권근혜,f,19871230,
Q3378904,김나영,f,19880106,
Q3381824,박상인,m,19521115,
Q33841596,Jang Myong-gyong,f,20010421,
Q3390807,이재윤,m,19841215,
Q3390833,정은우,m,19860410,
Q339595,나시모토노미야 모리마사,m,18740309,19510102
Q339812,장선재,m,19841214,
Q34110174,O Chong-chol,m,19700824,
Q34133035,Li Chil-gun,m,19700905,
Q3424595,권한나,f,19891122,
Q3429979,리인모,m,19170824,20070616
Q3429982,리관명,m,19820313,
Q3431748,Choi Jung-Won,f,19900316,
Q3434055,로두철,m,19440101,
Q3435257,김유림,f,19900203,
Q343569,김대건,m,18210821,18460916
Q3437754,정동현,m,19880601,
Q345308,오그넨 코로만,m,19780919,
Q3454031,류금철,m,19530101,
Q3460947,유해원,f,19921107,
Q346751,차범근,m,19530522,
Q3467751,림철민,m,19901124,
Q3467761,Ri Pae-Hun,m,19850502,
Q347423,이동국,m,19790429,
Q348202,유승민,m,19820805,
Q3482149,신경림,m,19360406,
Q3482161,신이,f,19801106,
Q3484849,신상우,m,19871212,
Q348543,구자철,m,19890227,
Q348758,허정무,m,19550113,
Q3490007,Son Ho-sung,m,19821123,
Q3490008,Son Mu Sin,m,,
Q3490334,Song-Hee Kim,f,19880716,
Q3490338,Song Dong-hwan,m,19800309,
Q3494364,김영남,m,19600615,
Q3497529,방대두,m,19541014,
Q3497815,김종규,m,19580302,
Q3497940,김의곤,m,19580124,
Q3501701,밀로스 보산치치,m,19880522,
Q350199,정성룡,m,19850104,
Q350215,김정우,m,19820509,
Q350394,차정혁,m,19850925,
Q352840,문대성,m,19760903,
Q3540819,임종인,m,19560828,
Q3540842,이철우,m,19550815,
Q3543461,죵리,f,19880830,
Q3543902,Koichi Iwaki,m,19510321,
Q3544725,박광현 (배우),m,19771011,
Q354638,세븐,m,19841109,
Q3548192,서정학,m,20000101,
Q3548661,한태윤,f,19831013,
Q3549294,Yeon Woo,f,19810401,
Q3549456,김혁,m,19720719,
Q355176,강광배,m,19730629,
Q3557578,빅터 샤카,m,19750501,
Q3558392,이소정,f,19871010,
Q356046,김동진,m,19820129,
Q356065,김남일,m,19770314,
Q356200,이기호,m,19840817,
Q356335,최홍희,m,19181109,20020615
Q3565089,서상철,m,19350101,19830101
Q3565102,이헌재,m,19440417,
Q3565110,윤치오,m,18690805,19501222
Q3565116,강금실,f,19570212,
Q3565130,나웅배,m,19340724,
Q356666,한덕수,m,19490618,
Q356675,한승수,m,19361228,
Q356839,오범석,m,19840729,
Q3572265,이인성,m,19531209,
Q3572553,Yoon-Hee,f,19500111,
Q3572556,Yoon Byung-In,m,19200518,19830403
Q3572559,윤덕주,f,19210623,20050708
Q3572820,윤혜영,f,19770315,
Q3573079,Yu Won-jun,m,19191001,19980101
Q3573224,윤기현,m,19420919,
Q357391,제임스 기선 리,m,19751213,
Q357776,짐 리,m,19640811,
Q3582801,최강희,f,19770505,
Q359789,설기현,m,19790108,
Q3603404,Jo Yong-Suk,f,19880905,
Q3606616,아그날도 코르데이로 페헤이라,m,19750125,
Q360793,문인국,m,19780929,
Q361030,박남철,m,19850702,
Q3612084,Kim Wan-su,m,19390501,
Q3612220,Sin Son-ho,m,19480705,
Q3612572,나리,f,19851213,
Q3612588,김관용,m,19421129,
Q3612620,박인원,m,19361009,
Q3612630,김영재,m,19520907,
Q3614842,안세복,m,19461029,
Q3615937,Hong Kum-Song,m,19900603,
Q3615940,오길남,m,19420101,
Q3616350,김성균,m,19800525,
Q3616844,Angella Ahn,f,19720610,
Q36285857,Q36285857,m,,
Q3634118,방성윤,m,19830603,
Q3647911,Lee Byeong-cheol,m,,
Q3658256,도지한,m,19910924,
Q3658309,서신애,f,19981020,
Q3658313,경원하,m,19280101,
Q3659507,곽정욱,m,19900612,
Q3659522,진지희,f,19990325,
Q3662876,마의태자,m,,
Q3663044,고아라,f,19920921,
Q3665689,차지호,m,19830328,
Q3675304,조동기,m,19710521,
Q3675339,최인선,m,19500916,
Q3675341,젤로,m,19961015,
Q3676081,정경호,m,19700614,
Q367789,정조국,m,19840423,
Q368308,환희,m,19820117,
Q368408,김보경,m,19891006,
Q368516,전미라,f,19780206,
Q368677,안철혁,m,19850627,
Q368852,서태지,m,19720221,
Q368892,고려 고종,m,11920210,12590728
Q369019,김명원,m,19830715,
Q369119,최광,m,19180717,19970221
Q369150,김영준,m,19830719,
Q3697828,한화수,f,19630203,
Q3698491,정회순,f,19640428,
Q3698495,김옥화,f,19580811,
Q3700533,이영자,f,19640105,
Q3700561,유치송,,19241007,20060602
Q3701038,정순복,f,19600809,
Q3701707,윤병순,f,19631127,
Q3703166,한상진,m,19771209,
Q3703167,전혜진,f,19880617,
Q3703171,박윤재,m,19810114,
Q3703270,배민희,f,19790509,
Q3704054,이태임,f,19861005,
Q3704061,노영학,m,19930401,
Q370475,리준일,m,19870824,
Q370552,조용형,m,19831103,
Q371788,지동원,m,19910528,
Q371800,이상천,m,19540115,20041019
Q3724024,홍은희,f,19800217,
Q3724151,김민경,f,19810810,
Q3724743,Jean-Baptiste Kim,m,19660126,
Q372575,김정훈,m,19560901,
Q373453,에이드리언 마다스치,m,19820711,
Q375427,크리스티아누 페헤이라 지 소자,m,19770728,
Q375955,리명훈,m,19670914,
Q376215,모태범,m,19890215,
Q3772294,박영대,m,19640609,
Q3778025,구교동,m,19720903,
Q377913,이진택,m,19720413,
Q3782931,한도령,m,19761125,
Q3786443,진태현,m,19810215,
Q3788022,이현승,m,19610818,
Q3788246,김수현,f,19850125,
Q3789181,이중섭,m,19160410,19560906
Q379517,진종오,m,19790924,
Q379662,장택상,m,18931022,19690801
Q379667,최용건,m,19000621,19760919
Q380118,현빈,m,19820925,
Q380121,이병헌,m,19700712,
Q380123,김희철,m,19830710,
Q380125,정성하,m,19960902,
Q380681,고건,m,19380102,
Q3807033,장국철,m,19940216,
Q3807035,장성백,m,,
Q3807943,정기동,m,19610513,
Q3808525,조동섭,m,19590501,
Q3809976,정일관,m,19921030,
Q3809977,종업,m,19950206,
Q3809986,주종혁,m,19831019,
Q3811258,Jung Chang-yong,m,19811112,
Q3811259,정선민,f,19741012,
Q381169,김영광,m,19830628,
Q3812751,강창기,m,19280828,20070105
Q3812752,강두,m,19790227,
Q3814203,계승운,m,19321226,
Q3815289,김혜림,f,19851206,
Q3815294,김혜나,f,19801025,
Q3815296,Kim In-ho,m,19700619,
Q3815299,Kim Jeong-Gwan,m,19700301,
Q3815302,김지성,m,19241107,19821112
Q3815313,Kim Seung-Pyo,m,19651001,
Q3815330,김영길,m,19440129,
Q381845,이종욱,m,19450412,20060522
Q3829363,이춘헌,m,19800509,
Q3829370,Lee Hye-sun,f,19830612,
Q3829372,리근학,m,19400707,
Q3829382,이상엽,m,19721002,
Q3829385,이상의,m,19220101,
Q3831498,이수남,m,19270202,19840108
Q3838438,Lucia Ahn,f,19700830,
Q384293,신경숙,f,19630112,
Q384513,김민정,f,19860729,
Q3847085,Maria Ahn,f,19700830,
Q385795,김정철,m,19810925,
Q386194,홍세화,m,19471220,
Q3866989,이재민,m,19870529,
Q3867051,김충현,m,19210402,20061119
Q38804,김영춘,m,19360304,20180816
Q3881270,오은영,f,19850708,
Q3881272,오세웅,m,19610620,
Q3881275,오성식 (농구 선수),m,19700912,
Q3881283,오윤희,f,19840514,
Q3887437,Ounie Lecomte,f,19660101,
Q389169,김종부,m,19651003,
Q3893702,원이삭,m,19940824,
Q3896091,Park Hee-kyung,m,19790608,
Q3896099,박세라,f,19830310,
Q390099,육영수,f,19251129,19740815
Q39040353,이규승,m,19200101,20000101
Q3906937,조용호,m,19841213,
Q391397,성시경,m,19790417,
Q391400,정경화,f,19480326,
Q3916679,로학수,m,19900119,
